Solver_Var,Solver_Value,Year,ID,Num_Vehicles,Type,Fuel,Distance_bucket,Distance_per_vehicle(km)
"U[6,4,0,1,1]",3.0,0,0,0,0,0,0,0
"U[6,4,0,2,2]",3.0,0,0,0,0,0,0,0
"U[6,4,1,1,1]",14.0,0,0,0,0,0,0,0
"U[6,4,1,1,2]",7.79071962562737,0,0,0,0,0,0,0
"U[6,4,2,1,1]",14.0,0,0,0,0,0,0,0
"U[6,4,2,1,2]",1.0,0,0,0,0,0,0,0
"U[6,4,2,1,3]",3.0,0,0,0,0,0,0,0
"U[6,4,3,1,1]",0.5073220338991525,0,0,0,0,0,0,0
"U[6,5,0,2,2]",22.0,0,0,0,0,0,0,0
"U[6,5,1,1,0]",10.0,0,0,0,0,0,0,0
"U[6,5,1,1,1]",1.0,0,0,0,0,0,0,0
"U[6,5,2,1,0]",6.0,0,0,0,0,0,0,0
"U[6,5,2,1,1]",5.0,0,0,0,0,0,0,0
"U[6,5,2,2,0]",3.0,0,0,0,0,0,0,0
"U[6,5,2,2,2]",2.0,0,0,0,0,0,0,0
"U[6,5,2,3,0]",0.20758904109726187,0,0,0,0,0,0,0
"U[6,6,0,2,1]",9.0,0,0,0,0,0,0,0
"U[6,6,0,2,3]",1.0,0,0,0,0,0,0,0
"U[6,6,1,2,0]",1.0,0,0,0,0,0,0,0
"U[6,6,1,2,3]",1.0,0,0,0,0,0,0,0
"U[6,6,2,1,0]",21.0,0,0,0,0,0,0,0
"U[6,6,2,1,1]",1.0,0,0,0,0,0,0,0
"U[6,6,2,1,2]",3.0,0,0,0,0,0,0,0
"U[6,6,2,2,0]",4.0,0,0,0,0,0,0,0
"U[6,6,2,2,1]",3.0,0,0,0,0,0,0,0
"U[6,6,3,1,1]",1.0,0,0,0,0,0,0,0
"U[6,6,3,1,2]",1.0,0,0,0,0,0,0,0
"U[6,6,3,2,1]",6.0,0,0,0,0,0,0,0
"U[7,0,0,1,0]",3.0,0,0,0,0,0,0,0
"U[7,0,0,1,1]",13.214264705883334,0,0,0,0,0,0,0
"U[7,0,1,2,1]",0.32300943396320647,0,0,0,0,0,0,0
"U[7,0,2,2,0]",0.4957397260287687,0,0,0,0,0,0,0
"U[7,0,2,4,1]",0.36300000000137145,0,0,0,0,0,0,0
"U[7,1,0,1,2]",6.8187745098049035,0,0,0,0,0,0,0
"U[7,2,0,1,0]",1.938053795166791,0,0,0,0,0,0,0
"U[7,2,0,1,3]",1.86543137255,0,0,0,0,0,0,0
"U[7,3,0,1,0]",2.0,0,0,0,0,0,0,0
"U[7,3,3,4,2]",0.15546610169576272,0,0,0,0,0,0,0
"U[7,3,3,4,3]",0.017923728814406778,0,0,0,0,0,0,0
"U[7,4,0,1,3]",3.0,0,0,0,0,0,0,0
"U[7,4,0,2,0]",2.961936400912621,0,0,0,0,0,0,0
"U[7,4,1,1,0]",10.615981132076413,0,0,0,0,0,0,0
"U[7,4,1,1,1]",5.0,0,0,0,0,0,0,0
"U[7,4,1,1,2]",2.78753773585,0,0,0,0,0,0,0
"U[7,4,1,1,3]",0.46760377358584904,0,0,0,0,0,0,0
"U[7,4,2,1,0]",13.0,0,0,0,0,0,0,0
"U[7,4,2,1,2]",5.0,0,0,0,0,0,0,0
"U[7,4,3,1,1]",0.7906016949161017,0,0,0,0,0,0,0
"U[7,5,0,2,1]",9.0,0,0,0,0,0,0,0
"U[7,5,0,2,2]",13.0,0,0,0,0,0,0,0
"U[7,5,1,1,1]",8.0,0,0,0,0,0,0,0
"U[7,5,1,1,2]",2.0,0,0,0,0,0,0,0
"U[7,5,1,1,3]",1.0,0,0,0,0,0,0,0
"U[7,5,2,1,0]",7.0,0,0,0,0,0,0,0
"U[7,5,2,1,1]",4.0,0,0,0,0,0,0,0
"U[7,5,2,2,2]",4.665342465754793,0,0,0,0,0,0,0
"U[7,5,2,3,3]",0.2981917808232877,0,0,0,0,0,0,0
"U[7,6,0,2,1]",10.0,0,0,0,0,0,0,0
"U[7,6,1,2,0]",1.0,0,0,0,0,0,0,0
"U[7,6,1,2,2]",1.0,0,0,0,0,0,0,0
"U[7,6,2,1,0]",3.0,0,0,0,0,0,0,0
"U[7,6,2,1,1]",19.0,0,0,0,0,0,0,0
"U[7,6,2,1,3]",3.0,0,0,0,0,0,0,0
"U[7,6,2,2,1]",7.0,0,0,0,0,0,0,0
"U[7,6,3,1,1]",1.0,0,0,0,0,0,0,0
"U[7,6,3,1,2]",1.0,0,0,0,0,0,0,0
"U[7,6,3,2,1]",6.0,0,0,0,0,0,0,0
"U[7,7,0,2,2]",19.0,0,0,0,0,0,0,0
"U[7,7,1,1,1]",1.0,0,0,0,0,0,0,0
"U[7,7,1,1,2]",3.0,0,0,0,0,0,0,0
"U[7,7,1,2,1]",1.0,0,0,0,0,0,0,0
"U[7,7,2,1,0]",9.0,0,0,0,0,0,0,0
"U[7,7,2,1,1]",8.0,0,0,0,0,0,0,0
"U[7,7,2,1,2]",7.0,0,0,0,0,0,0,0
"U[7,7,2,2,0]",2.0,0,0,0,0,0,0,0
"U[7,7,3,4,0]",0.1539745762720339,0,0,0,0,0,0,0
"U[8,0,0,1,0]",4.218156862746079,0,0,0,0,0,0,0
"U[8,0,0,1,2]",10.818137254902942,0,0,0,0,0,0,0
"U[8,0,2,4,1]",0.5502054794534262,0,0,0,0,0,0,0
"U[8,1,0,1,2]",9.0,0,0,0,0,0,0,0
"U[8,2,0,1,1]",0.4580294117656874,0,0,0,0,0,0,0
"U[8,2,0,1,3]",4.084823529412745,0,0,0,0,0,0,0
"U[8,3,0,1,2]",1.0,0,0,0,0,0,0,0
"U[8,4,0,1,1]",2.0,0,0,0,0,0,0,0
"U[8,4,0,1,2]",1.0,0,0,0,0,0,0,0
"U[8,4,0,2,0]",3.0,0,0,0,0,0,0,0
"U[8,5,0,2,1]",12.0,0,0,0,0,0,0,0
"U[8,5,0,2,2]",10.0,0,0,0,0,0,0,0
"U[8,5,1,1,0]",0.701915094340565,0,0,0,0,0,0,0
"U[8,5,1,1,1]",2.9358207547179234,0,0,0,0,0,0,0
"U[8,5,1,1,2]",3.9006886792462265,0,0,0,0,0,0,0
"U[8,5,1,1,3]",0.8532283919131235,0,0,0,0,0,0,0
"U[8,5,2,1,0]",10.0,0,0,0,0,0,0,0
"U[8,5,2,1,2]",1.0,0,0,0,0,0,0,0
"U[8,5,2,2,0]",0.8789726027410975,0,0,0,0,0,0,0
"U[8,5,2,2,2]",3.906150684932875,0,0,0,0,0,0,0
"U[8,5,2,3,3]",0.32621917808356166,0,0,0,0,0,0,0
"U[8,6,0,2,0]",3.0,0,0,0,0,0,0,0
"U[8,6,0,2,1]",7.0,0,0,0,0,0,0,0
"U[8,6,1,2,1]",1.0,0,0,0,0,0,0,0
"U[8,6,1,2,3]",0.6748659477104614,0,0,0,0,0,0,0
"U[8,6,2,1,0]",14.0,0,0,0,0,0,0,0
"U[8,6,2,1,2]",11.0,0,0,0,0,0,0,0
"U[8,6,2,2,0]",5.0,0,0,0,0,0,0,0
"U[8,6,2,2,3]",2.0,0,0,0,0,0,0,0
"U[8,6,3,1,1]",1.0,0,0,0,0,0,0,0
"U[8,6,3,1,2]",1.0,0,0,0,0,0,0,0
"U[8,6,3,2,1]",4.982720338983898,0,0,0,0,0,0,0
"U[8,6,3,2,2]",0.18387288135677968,0,0,0,0,0,0,0
"U[8,7,0,2,1]",11.0,0,0,0,0,0,0,0
"U[8,7,0,2,2]",8.0,0,0,0,0,0,0,0
"U[8,7,1,1,2]",4.0,0,0,0,0,0,0,0
"U[8,7,1,2,2]",1.0,0,0,0,0,0,0,0
"U[8,7,2,1,1]",23.0,0,0,0,0,0,0,0
"U[8,7,2,1,2]",1.0,0,0,0,0,0,0,0
"U[8,7,2,2,0]",1.0,0,0,0,0,0,0,0
"U[8,7,2,2,3]",1.0,0,0,0,0,0,0,0
"U[8,7,3,4,0]",0.15888135593305086,0,0,0,0,0,0,0
"U[8,8,0,2,3]",1.0,0,0,0,0,0,0,0
"U[8,8,1,1,0]",3.0,0,0,0,0,0,0,0
"U[8,8,1,2,0]",8.0,0,0,0,0,0,0,0
"U[8,8,1,2,1]",12.0,0,0,0,0,0,0,0
"U[8,8,2,1,0]",5.0,0,0,0,0,0,0,0
"U[8,8,2,1,1]",15.0,0,0,0,0,0,0,0
"U[8,8,3,1,1]",2.0,0,0,0,0,0,0,0
"U[8,8,3,4,3]",0.01863559322118644,0,0,0,0,0,0,0
"U[9,1,0,1,0]",1.4876568627460773,0,0,0,0,0,0,0
"U[9,1,0,1,1]",1.636617647059805,0,0,0,0,0,0,0
"U[9,1,0,1,2]",4.0,0,0,0,0,0,0,0
"U[9,1,0,1,3]",0.32276470588333334,0,0,0,0,0,0,0
"U[9,2,0,1,0]",2.0,0,0,0,0,0,0,0
"U[9,2,0,1,2]",3.5394803921578397,0,0,0,0,0,0,0
"U[9,3,0,1,1]",1.0,0,0,0,0,0,0,0
"U[9,4,0,1,1]",2.0,0,0,0,0,0,0,0
"U[9,4,0,1,3]",1.0,0,0,0,0,0,0,0
"U[9,4,0,2,3]",3.0,0,0,0,0,0,0,0
"U[9,5,0,2,0]",5.0,0,0,0,0,0,0,0
"U[9,5,0,2,1]",7.0,0,0,0,0,0,0,0
"U[9,5,0,2,2]",9.0,0,0,0,0,0,0,0
"U[9,5,0,2,3]",1.0,0,0,0,0,0,0,0
"U[9,5,2,3,0]",0.09772602739863175,0,0,0,0,0,0,0
"U[9,6,0,2,2]",10.0,0,0,0,0,0,0,0
"U[9,6,1,2,1]",1.0,0,0,0,0,0,0,0
"U[9,6,1,2,2]",1.0,0,0,0,0,0,0,0
"U[9,6,2,1,0]",25.0,0,0,0,0,0,0,0
"U[9,6,2,2,2]",0.1816712328780806,0,0,0,0,0,0,0
"U[9,6,2,2,3]",3.4312328767136986,0,0,0,0,0,0,0
"U[9,6,3,1,2]",0.540021074429079,0,0,0,0,0,0,0
"U[9,6,3,2,1]",1.0,0,0,0,0,0,0,0
"U[9,6,3,2,2]",0.6582162137073617,0,0,0,0,0,0,0
"U[9,7,0,2,0]",2.0,0,0,0,0,0,0,0
"U[9,7,0,2,1]",17.0,0,0,0,0,0,0,0
"U[9,7,1,1,0]",1.8668962264160367,0,0,0,0,0,0,0
"U[9,7,1,1,2]",1.249349056604717,0,0,0,0,0,0,0
"U[9,7,1,2,0]",1.0,0,0,0,0,0,0,0
"U[9,7,2,1,0]",7.0,0,0,0,0,0,0,0
"U[9,7,2,1,2]",17.0,0,0,0,0,0,0,0
"U[9,7,2,2,0]",2.0,0,0,0,0,0,0,0
"U[9,7,3,4,3]",0.018906779661864406,0,0,0,0,0,0,0
"U[9,8,0,2,1]",1.0,0,0,0,0,0,0,0
"U[9,8,1,1,1]",1.5963773584915084,0,0,0,0,0,0,0
"U[9,8,1,1,3]",0.5389339622650944,0,0,0,0,0,0,0
"U[9,8,1,2,0]",8.0,0,0,0,0,0,0,0
"U[9,8,1,2,1]",5.0,0,0,0,0,0,0,0
"U[9,8,1,2,2]",7.0,0,0,0,0,0,0,0
"U[9,8,2,1,0]",3.0,0,0,0,0,0,0,0
"U[9,8,2,1,1]",17.0,0,0,0,0,0,0,0
"U[9,8,3,1,1]",1.1988305084754238,0,0,0,0,0,0,0
"U[9,8,3,4,0]",0.1635508474584746,0,0,0,0,0,0,0
"U[9,9,0,2,1]",4.0,0,0,0,0,0,0,0
"U[9,9,0,2,2]",15.0,0,0,0,0,0,0,0
"U[9,9,1,2,0]",1.0,0,0,0,0,0,0,0
"U[9,9,1,2,1]",9.0,0,0,0,0,0,0,0
"U[9,9,1,2,3]",1.0,0,0,0,0,0,0,0
"U[9,9,2,1,1]",22.0,0,0,0,0,0,0,0
"U[9,9,2,2,1]",0.22842465753561805,0,0,0,0,0,0,0
"U[9,9,3,1,1]",6.0,0,0,0,0,0,0,0
"U[10,2,0,1,0]",0.49917647058921455,0,0,0,0,0,0,0
"U[10,2,0,1,1]",0.23418627451078547,0,0,0,0,0,0,0
"U[10,2,0,1,2]",3.0,0,0,0,0,0,0,0
"U[10,2,0,1,3]",0.5226862745107843,0,0,0,0,0,0,0
"U[10,3,0,1,2]",1.0,0,0,0,0,0,0,0
"U[10,4,0,1,1]",1.0,0,0,0,0,0,0,0
"U[10,4,0,1,2]",2.0,0,0,0,0,0,0,0
"U[10,4,0,2,0]",1.0,0,0,0,0,0,0,0
"U[10,4,0,2,1]",2.0,0,0,0,0,0,0,0
"U[10,5,0,2,1]",16.0,0,0,0,0,0,0,0
"U[10,5,0,2,2]",1.0,0,0,0,0,0,0,0
"U[10,5,0,2,3]",3.0,0,0,0,0,0,0,0
"U[10,6,0,2,1]",10.0,0,0,0,0,0,0,0
"U[10,7,0,2,1]",3.0,0,0,0,0,0,0,0
"U[10,7,0,2,2]",14.0,0,0,0,0,0,0,0
"U[10,7,0,2,3]",2.0,0,0,0,0,0,0,0
"U[10,7,1,1,0]",0.10402830188773476,0,0,0,0,0,0,0
"U[10,7,1,1,1]",1.8897641509443386,0,0,0,0,0,0,0
"U[10,7,1,1,3]",0.5862452830198114,0,0,0,0,0,0,0
"U[10,7,1,2,0]",1.0,0,0,0,0,0,0,0
"U[10,7,2,1,0]",7.0,0,0,0,0,0,0,0
"U[10,7,2,1,1]",14.742068493152056,0,0,0,0,0,0,0
"U[10,7,2,1,2]",2.0,0,0,0,0,0,0,0
"U[10,7,2,2,2]",0.5610662957436772,0,0,0,0,0,0,0
"U[10,7,3,4,3]",0.018957627119491526,0,0,0,0,0,0,0
"U[10,8,0,2,0]",1.0,0,0,0,0,0,0,0
"U[10,8,1,1,1]",2.0,0,0,0,0,0,0,0
"U[10,8,1,1,2]",0.5024528301896226,0,0,0,0,0,0,0
"U[10,8,1,2,0]",1.0,0,0,0,0,0,0,0
"U[10,8,1,2,1]",13.0,0,0,0,0,0,0,0
"U[10,8,1,2,2]",5.0,0,0,0,0,0,0,0
"U[10,8,1,2,3]",1.0,0,0,0,0,0,0,0
"U[10,8,2,1,0]",16.0,0,0,0,0,0,0,0
"U[10,8,2,1,1]",4.0,0,0,0,0,0,0,0
"U[10,8,3,1,1]",0.5862288135601695,0,0,0,0,0,0,0
"U[10,8,3,1,2]",1.0,0,0,0,0,0,0,0
"U[10,8,3,4,0]",0.16908474576355934,0,0,0,0,0,0,0
"U[10,9,0,2,1]",2.0,0,0,0,0,0,0,0
"U[10,9,0,2,2]",17.0,0,0,0,0,0,0,0
"U[10,9,0,3,2]",0.05964705882450639,0,0,0,0,0,0,0
"U[10,9,1,2,0]",9.0,0,0,0,0,0,0,0
"U[10,9,1,2,2]",2.0,0,0,0,0,0,0,0
"U[10,9,2,1,0]",2.0,0,0,0,0,0,0,0
"U[10,9,2,1,1]",5.0,0,0,0,0,0,0,0
"U[10,9,2,1,2]",14.838111786449472,0,0,0,0,0,0,0
"U[10,9,2,2,0]",0.6437260273986317,0,0,0,0,0,0,0
"U[10,9,3,1,1]",5.0,0,0,0,0,0,0,0
"U[10,9,3,1,2]",0.23958474576355931,0,0,0,0,0,0,0
"U[10,10,0,2,0]",8.0,0,0,0,0,0,0,0
"U[10,10,0,2,2]",4.0,0,0,0,0,0,0,0
"U[10,10,1,2,0]",1.0,0,0,0,0,0,0,0
"U[10,10,1,2,2]",2.0,0,0,0,0,0,0,0
"U[10,10,2,1,1]",17.0,0,0,0,0,0,0,0
"U[10,10,2,1,3]",3.0,0,0,0,0,0,0,0
"U[10,10,2,2,0]",13.0,0,0,0,0,0,0,0
"U[10,10,2,2,3]",0.5933424657547945,0,0,0,0,0,0,0
"U[10,10,3,2,1]",3.0,0,0,0,0,0,0,0
"U[11,4,0,1,0]",0.5901862745107832,0,0,0,0,0,0,0
"U[11,4,0,1,1]",0.36118627451078544,0,0,0,0,0,0,0
"U[11,4,0,1,3]",0.6416274509813725,0,0,0,0,0,0,0
"U[11,4,0,2,1]",2.0,0,0,0,0,0,0,0
"U[11,4,0,2,2]",0.870235294118624,0,0,0,0,0,0,0
"U[11,5,0,2,1]",9.0,0,0,0,0,0,0,0
"U[11,6,0,2,1]",1.0,0,0,0,0,0,0,0
"U[11,6,0,2,2]",9.0,0,0,0,0,0,0,0
"U[11,7,0,2,0]",9.0,0,0,0,0,0,0,0
"U[11,7,0,2,1]",8.0,0,0,0,0,0,0,0
"U[11,7,0,2,3]",2.0,0,0,0,0,0,0,0
"U[11,7,1,1,2]",1.0,0,0,0,0,0,0,0
"U[11,7,1,1,3]",0.5988018867933962,0,0,0,0,0,0,0
"U[11,7,1,2,0]",1.0,0,0,0,0,0,0,0
"U[11,8,0,2,1]",1.0,0,0,0,0,0,0,0
"U[11,8,1,1,1]",0.7181833742138171,0,0,0,0,0,0,0
"U[11,8,1,1,2]",1.8484622641518869,0,0,0,0,0,0,0
"U[11,8,1,2,0]",3.0,0,0,0,0,0,0,0
"U[11,8,1,2,1]",14.918005305032409,0,0,0,0,0,0,0
"U[11,8,1,2,2]",1.0,0,0,0,0,0,0,0
"U[11,8,1,2,3]",1.0,0,0,0,0,0,0,0
"U[11,8,2,1,0]",15.0,0,0,0,0,0,0,0
"U[11,8,2,1,2]",4.0,0,0,0,0,0,0,0
"U[11,8,3,4,3]",0.019330508475423728,0,0,0,0,0,0,0
"U[11,9,0,2,0]",1.0,0,0,0,0,0,0,0
"U[11,9,0,2,1]",14.0,0,0,0,0,0,0,0
"U[11,9,0,2,2]",1.0,0,0,0,0,0,0,0
"U[11,9,0,2,3]",3.0,0,0,0,0,0,0,0
"U[11,9,1,2,0]",5.686754716982074,0,0,0,0,0,0,0
"U[11,9,1,2,1]",2.0,0,0,0,0,0,0,0
"U[11,9,1,2,2]",3.0,0,0,0,0,0,0,0
"U[11,9,2,1,0]",5.0,0,0,0,0,0,0,0
"U[11,9,2,1,1]",17.0,0,0,0,0,0,0,0
"U[11,9,2,2,0]",0.7966301369876728,0,0,0,0,0,0,0
"U[11,9,3,1,1]",4.0,0,0,0,0,0,0,0
"U[11,10,0,2,2]",12.0,0,0,0,0,0,0,0
"U[11,10,1,2,0]",3.0,0,0,0,0,0,0,0
"U[11,10,2,1,1]",7.0,0,0,0,0,0,0,0
"U[11,10,2,1,2]",13.0,0,0,0,0,0,0,0
"U[11,10,2,2,0]",4.0,0,0,0,0,0,0,0
"U[11,10,2,2,1]",6.422479452056166,0,0,0,0,0,0,0
"U[11,10,2,2,3]",2.7404657534260273,0,0,0,0,0,0,0
"U[11,10,3,2,1]",2.958762711865253,0,0,0,0,0,0,0
"U[11,11,0,2,2]",21.0,0,0,0,0,0,0,0
"U[11,11,1,2,2]",3.0,0,0,0,0,0,0,0
"U[11,11,2,1,0]",14.0,0,0,0,0,0,0,0
"U[11,11,2,1,1]",8.0,0,0,0,0,0,0,0
"U[11,11,2,2,1]",4.0,0,0,0,0,0,0,0
"U[11,11,2,2,2]",1.0927260273986286,0,0,0,0,0,0,0
"U[11,11,2,2,3]",1.0,0,0,0,0,0,0,0
"U[11,11,3,2,1]",2.0,0,0,0,0,0,0,0
"U[11,11,3,2,2]",1.0,0,0,0,0,0,0,0
"U[11,11,3,3,0]",0.17633898305169493,0,0,0,0,0,0,0
"U[11,11,3,3,2]",0.24011864406864408,0,0,0,0,0,0,0
"U[12,4,0,2,0]",0.8501960784323518,0,0,0,0,0,0,0
"U[12,4,0,2,1]",0.7269313725500012,0,0,0,0,0,0,0
"U[12,4,0,2,3]",0.7666372549029412,0,0,0,0,0,0,0
"U[12,5,0,2,1]",6.0,0,0,0,0,0,0,0
"U[12,5,0,2,2]",2.8867450980401927,0,0,0,0,0,0,0
"U[12,6,0,2,1]",8.0,0,0,0,0,0,0,0
"U[12,6,0,2,2]",2.0,0,0,0,0,0,0,0
"U[12,7,0,2,0]",10.0,0,0,0,0,0,0,0
"U[12,7,0,2,1]",1.0,0,0,0,0,0,0,0
"U[12,7,0,2,2]",8.0,0,0,0,0,0,0,0
"U[12,7,1,1,1]",0.6988009623756638,0,0,0,0,0,0,0
"U[12,8,0,2,1]",1.0,0,0,0,0,0,0,0
"U[12,8,3,4,3]",0.02008474576355932,0,0,0,0,0,0,0
"U[12,9,0,2,2]",19.0,0,0,0,0,0,0,0
"U[12,9,1,2,0]",9.0,0,0,0,0,0,0,0
"U[12,9,1,2,3]",1.6691509433971699,0,0,0,0,0,0,0
"U[12,9,2,1,1]",22.0,0,0,0,0,0,0,0
"U[12,9,2,2,0]",0.8430684931520565,0,0,0,0,0,0,0
"U[12,10,0,2,2]",8.0,0,0,0,0,0,0,0
"U[12,10,0,2,3]",4.0,0,0,0,0,0,0,0
"U[12,10,1,2,0]",2.7408867924537725,0,0,0,0,0,0,0
"U[12,10,2,1,1]",20.0,0,0,0,0,0,0,0
"U[12,10,2,2,0]",11.0,0,0,0,0,0,0,0
"U[12,10,2,2,1]",1.4849589041109605,0,0,0,0,0,0,0
"U[12,10,2,2,3]",0.7635890410972603,0,0,0,0,0,0,0
"U[12,10,3,2,1]",2.388033898305931,0,0,0,0,0,0,0
"U[12,11,0,2,1]",17.0,0,0,0,0,0,0,0
"U[12,11,0,2,2]",4.0,0,0,0,0,0,0,0
"U[12,11,1,2,2]",2.942179245283961,0,0,0,0,0,0,0
"U[12,11,2,1,0]",22.0,0,0,0,0,0,0,0
"U[12,11,2,2,2]",3.6347671232890395,0,0,0,0,0,0,0
"U[12,11,2,2,3]",3.0,0,0,0,0,0,0,0
"U[12,11,3,2,1]",3.0,0,0,0,0,0,0,0
"U[12,11,3,3,0]",0.1836186440686441,0,0,0,0,0,0,0
"U[12,11,3,3,2]",0.2507711864415254,0,0,0,0,0,0,0
"U[12,12,0,2,1]",3.0,0,0,0,0,0,0,0
"U[12,12,0,2,3]",1.0,0,0,0,0,0,0,0
"U[12,12,1,2,0]",1.0,0,0,0,0,0,0,0
"U[12,12,1,2,1]",17.552349981021504,0,0,0,0,0,0,0
"U[12,12,1,2,2]",7.0,0,0,0,0,0,0,0
"U[12,12,2,1,0]",6.0,0,0,0,0,0,0,0
"U[12,12,2,1,1]",1.0,0,0,0,0,0,0,0
"U[12,12,2,1,2]",9.0,0,0,0,0,0,0,0
"U[12,12,2,2,2]",6.0,0,0,0,0,0,0,0
"U[12,12,3,2,1]",4.0,0,0,0,0,0,0,0
"U[12,12,3,2,2]",1.0,0,0,0,0,0,0,0
"U[13,5,0,2,0]",0.2127745098049008,0,0,0,0,0,0,0
"U[13,5,0,2,1]",1.4646470588245109,0,0,0,0,0,0,0
"U[13,5,0,2,3]",5.90743137255,0,0,0,0,0,0,0
"U[13,6,0,2,1]",8.0,0,0,0,0,0,0,0
"U[13,6,0,2,2]",2.0,0,0,0,0,0,0,0
"U[13,7,0,2,0]",10.0,0,0,0,0,0,0,0
"U[13,7,0,2,2]",9.0,0,0,0,0,0,0,0
"U[13,7,1,1,0]",0.10122641509528192,0,0,0,0,0,0,0
"U[13,8,0,2,1]",1.0,0,0,0,0,0,0,0
"U[13,8,3,4,3]",0.02044915254322034,0,0,0,0,0,0,0
"U[13,9,0,2,2]",1.0,0,0,0,0,0,0,0
"U[13,9,0,3,2]",0.09037254902058482,0,0,0,0,0,0,0
"U[13,9,2,1,0]",2.0,0,0,0,0,0,0,0
"U[13,10,0,2,1]",9.0,0,0,0,0,0,0,0
"U[13,10,0,2,2]",3.0,0,0,0,0,0,0,0
"U[13,10,1,2,0]",1.0,0,0,0,0,0,0,0
"U[13,10,1,2,1]",2.0,0,0,0,0,0,0,0
"U[13,10,2,1,1]",19.0,0,0,0,0,0,0,0
"U[13,10,2,1,3]",0.8481506849328767,0,0,0,0,0,0,0
"U[13,10,2,2,1]",14.0,0,0,0,0,0,0,0
"U[13,10,3,2,1]",2.0,0,0,0,0,0,0,0
"U[13,10,3,2,2]",1.0,0,0,0,0,0,0,0
"U[13,11,0,2,1]",9.0,0,0,0,0,0,0,0
"U[13,11,0,2,2]",12.0,0,0,0,0,0,0,0
"U[13,11,1,2,2]",2.407528301887735,0,0,0,0,0,0,0
"U[13,11,2,1,0]",7.0,0,0,0,0,0,0,0
"U[13,11,2,1,2]",11.8674931506863,0,0,0,0,0,0,0
"U[13,11,2,1,3]",3.0,0,0,0,0,0,0,0
"U[13,11,2,2,1]",7.0,0,0,0,0,0,0,0
"U[13,11,3,2,1]",2.612194915255084,0,0,0,0,0,0,0
"U[13,11,3,3,0]",0.19272033898389831,0,0,0,0,0,0,0
"U[13,11,3,3,2]",0.280432203390678,0,0,0,0,0,0,0
"U[13,12,0,2,1]",3.0,0,0,0,0,0,0,0
"U[13,12,0,2,2]",1.0,0,0,0,0,0,0,0
"U[13,12,1,2,0]",9.0,0,0,0,0,0,0,0
"U[13,12,1,2,1]",16.700962264151887,0,0,0,0,0,0,0
"U[13,12,2,1,0]",13.0,0,0,0,0,0,0,0
"U[13,12,2,1,2]",3.0,0,0,0,0,0,0,0
"U[13,12,2,2,0]",6.0,0,0,0,0,0,0,0
"U[13,12,3,2,1]",5.0,0,0,0,0,0,0,0
"U[13,13,0,2,0]",1.0,0,0,0,0,0,0,0
"U[13,13,0,2,1]",6.0,0,0,0,0,0,0,0
"U[13,13,0,2,2]",17.0,0,0,0,0,0,0,0
"U[13,13,1,2,0]",3.0,0,0,0,0,0,0,0
"U[13,13,1,2,2]",8.0,0,0,0,0,0,0,0
"U[13,13,1,2,3]",1.6994433962273585,0,0,0,0,0,0,0
"U[13,13,2,1,0]",5.87689336555607,0,0,0,0,0,0,0
"U[13,13,2,2,0]",6.990942250883658,0,0,0,0,0,0,0
"U[13,13,2,2,1]",4.792780821919179,0,0,0,0,0,0,0
"U[13,13,2,2,2]",4.0,0,0,0,0,0,0,0
"U[14,6,0,2,2]",10.0,0,0,0,0,0,0,0
"U[14,7,0,2,0]",5.728098039216666,0,0,0,0,0,0,0
"U[14,7,0,2,1]",1.0,0,0,0,0,0,0,0
"U[14,7,0,2,2]",11.725166666667644,0,0,0,0,0,0,0
"U[14,7,1,1,0]",0.5021033637783298,0,0,0,0,0,0,0
"U[14,8,0,2,3]",0.17738235294215687,0,0,0,0,0,0,0
"U[14,10,0,2,1]",11.0,0,0,0,0,0,0,0
"U[14,10,0,2,3]",1.0,0,0,0,0,0,0,0
"U[14,11,0,2,0]",5.0,0,0,0,0,0,0,0
"U[14,11,0,2,1]",11.0,0,0,0,0,0,0,0
"U[14,11,0,2,3]",5.0,0,0,0,0,0,0,0
"U[14,11,1,2,0]",1.0,0,0,0,0,0,0,0
"U[14,11,1,2,1]",2.0,0,0,0,0,0,0,0
"U[14,11,2,1,0]",12.0,0,0,0,0,0,0,0
"U[14,11,2,1,1]",8.0,0,0,0,0,0,0,0
"U[14,11,2,1,2]",2.0,0,0,0,0,0,0,0
"U[14,11,2,2,2]",7.0,0,0,0,0,0,0,0
"U[14,11,3,2,1]",2.7162796610177957,0,0,0,0,0,0,0
"U[14,11,3,3,0]",0.19707627118728815,0,0,0,0,0,0,0
"U[14,11,3,3,3]",0.020466101695762712,0,0,0,0,0,0,0
"U[14,12,0,2,0]",1.0,0,0,0,0,0,0,0
"U[14,12,0,2,1]",2.7554215686284325,0,0,0,0,0,0,0
"U[14,12,1,2,0]",7.724613617354688,0,0,0,0,0,0,0
"U[14,12,1,2,1]",16.614207547170754,0,0,0,0,0,0,0
"U[14,12,1,2,3]",0.7616415094349057,0,0,0,0,0,0,0
"U[14,12,2,1,0]",6.0,0,0,0,0,0,0,0
"U[14,12,2,1,1]",10.0,0,0,0,0,0,0,0
"U[14,12,2,2,1]",3.8629041095904126,0,0,0,0,0,0,0
"U[14,12,2,2,2]",0.9724520547958888,0,0,0,0,0,0,0
"U[14,12,2,2,3]",1.0,0,0,0,0,0,0,0
"U[14,12,3,2,1]",5.0,0,0,0,0,0,0,0
